,Name,Club,Country,League,Overall Rating,Position,Skill,Weak Foot,Work Rate,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Height,Base Stats,In Game Stats
701,Jonny,Wolverhampton Wanderers,Spain,Premier League,79,LWB,4,3,H / H,77,52,70,75,78,70,170,422,2003
702,Rubén Peña,Villarreal CF,Spain,LaLiga Santander,79,RB,4,3,H / L,83,71,72,81,75,69,170,451,2118
703,Ricardo Horta,SC Braga,Portugal,Liga NOS,79,LW,3,3,M / M,76,76,76,81,42,55,173,406,2008
704,Alex Iwobi,Everton,Nigeria,Premier League,79,LM,4,3,H / M,80,64,74,82,28,68,185,396,1800
705,Abderrazak Hamdallah,Al Nassr,Morocco,Saudi Professional League,79,ST,3,3,M / L,76,79,68,74,30,75,182,402,1941
706,Jean-Philippe Gbamin,Everton,Côte d'Ivoire,Premier League,79,CDM,3,3,M / H,80,57,73,74,78,83,186,445,2065
707,Lucas Alario,Bayer 04 Leverkusen,Argentina,Bundesliga,79,ST,3,3,H / M,71,77,59,75,29,75,184,386,1838
708,Davide Zappacosta,Roma,Italy,Serie A TIM,79,RB,3,3,H / H,78,66,72,74,76,74,182,440,2090
709,Stanislav Lobotka,RC Celta,Slovakia,LaLiga Santander,79,CM,4,4,M / H,64,63,76,78,70,66,170,417,1993
710,Munir,Sevilla FC,Spain,LaLiga Santander,79,ST,4,3,H / L,84,77,75,81,35,66,175,418,1997
711,Raúl,SC Braga,Brazil,Liga NOS,79,CB,2,3,M / H,51,54,59,58,79,83,187,384,1839
712,Mariano Díaz Mejía,Real Madrid,Dominican Republic,LaLiga Santander,79,ST,3,4,H / M,82,80,61,73,45,80,180,421,2030
713,Petros,Al Nassr,Brazil,Saudi Professional League,79,CDM,3,3,M / M,70,67,73,76,74,77,181,437,2044
714,Karl Toko-Ekambi,Villarreal CF,Cameroon,LaLiga Santander,79,ST,3,4,H / M,79,78,67,78,27,68,185,397,1886
715,Mikel Merino,Real Sociedad,Spain,LaLiga Santander,79,CM,3,3,M / M,69,73,77,79,71,74,186,443,2093
716,Alexandr Golovin,AS Monaco Football Club SA,Russia,Ligue 1 Conforama,79,CAM,4,4,H / H,81,71,75,82,65,67,180,441,2090
717,Rodrigo Bentancur,Piemonte Calcio,Uruguay,Serie A TIM,79,CM,4,4,M / M,70,58,78,81,70,74,187,431,2055
718,Christian Pulisic,Chelsea,United States,Premier League,79,LW,4,4,M / M,90,68,70,83,36,58,177,405,1919
719,Sander Berge,KRC Genk,Norway,Belgium Pro League,79,CDM,3,3,M / H,74,49,74,74,76,85,195,432,2001
720,Fabián Balbuena,West Ham United,Paraguay,Premier League,79,CB,2,3,M / M,56,40,52,52,80,79,188,359,1657
721,Lorenzo Pellegrini,Roma,Italy,Serie A TIM,79,CM,3,3,H / M,74,68,79,77,72,69,186,439,2108
722,Florian Grillitsch,TSG 1899 Hoffenheim,Austria,Bundesliga,79,CM,3,3,M / M,64,59,77,78,68,66,187,412,1930
723,Rubén Alcaraz,R. Valladolid CF,Spain,LaLiga Santander,79,CM,3,4,M / H,64,73,79,72,80,82,183,450,2184
724,Franck Yannick Kessié,Milan,Côte d'Ivoire,Serie A TIM,79,CM,3,4,H / H,72,72,72,77,78,88,183,459,2167
725,Alban Lafont,FC Nantes,France,Ligue 1 Conforama,79,GK,1,3,M / M,80,77,71,83,48,76,193,435,911
726,Wesley,Aston Villa,Brazil,Premier League,79,ST,3,3,H / H,77,76,68,73,38,88,191,420,1916
727,Shoya Nakajima,FC Porto,Japan,Liga NOS,79,LM,4,4,H / L,90,73,72,83,37,50,164,405,1980
728,Lucas Tolentino Coelho de Lima,Milan,Brazil,Serie A TIM,79,CAM,4,2,H / M,76,75,75,81,60,77,180,444,2131
729,Achraf Hakimi,Borussia Dortmund,Morocco,Bundesliga,79,LB,3,2,H / L,92,62,72,80,74,74,181,454,2067
730,Marc Roca,RCD Espanyol,Spain,LaLiga Santander,79,CDM,3,3,M / H,61,62,77,74,73,68,184,415,1949
731,Ibrahima Konaté,RB Leipzig,France,Bundesliga,79,CB,3,2,H / H,78,27,54,68,80,78,192,385,1709
732,Dan-Axel Zagadou,Borussia Dortmund,France,Bundesliga,79,CB,2,3,M / H,62,34,61,51,80,80,196,368,1650
733,Junior Firpo,FC Barcelona,Spain,LaLiga Santander,79,LB,3,3,M / M,85,64,72,74,75,76,184,446,2047
734,Sven Ulreich,FC Bayern München,Germany,Bundesliga,79,GK,1,2,M / M,79,71,68,85,41,79,192,423,841
735,Shkodran Mustafi,Arsenal,Germany,Premier League,79,CB,2,3,M / H,60,57,63,62,77,77,184,396,1906
736,Michy Batshuayi,Chelsea,Belgium,Premier League,79,ST,4,5,M / L,76,79,58,78,33,72,185,396,1896
737,Cristhian Stuani,Girona FC,Uruguay,LaLiga 1 I 2 I 3,79,ST,4,3,M / L,69,78,69,75,48,82,186,421,2047
738,Nacho Monreal,Real Sociedad,Spain,LaLiga Santander,79,LB,3,3,H / M,63,61,71,74,80,68,180,417,2035
739,Nikola Kalinic,Roma,Croatia,Serie A TIM,79,ST,3,4,H / H,67,76,64,74,42,72,187,395,1893
740,Elkeson,Guangzhou Evergrande Taobao,China PR,CSL,79,ST,4,4,H / M,81,77,73,77,49,76,180,433,2087
741,André Silva,Eintracht Frankfurt,Portugal,Bundesliga,79,ST,4,3,M / M,77,75,63,78,43,75,185,411,1972
742,Raphinha,Stade Rennais FC,Brazil,Ligue 1 Conforama,79,RW,4,3,H / M,89,74,74,82,49,70,176,438,2091
743,Ryan Bertrand,Southampton,England,Premier League,78,LB,3,3,H / M,76,53,70,76,76,70,179,421,2000
744,Emre Belözoğlu,Fenerbahçe SK,Turkey,Süper Lig,78,CM,4,4,M / M,44,72,84,78,63,67,169,408,2066
745,Carlos Tévez,Buenos Aires,Argentina,SAF,78,CAM,4,3,H / L,68,77,74,78,45,71,171,413,1992
746,Ben Mee,Burnley,England,Premier League,78,CB,2,3,M / H,61,42,58,62,79,80,183,382,1803
747,Christian Kabasele,Watford,Belgium,Premier League,78,CB,2,3,M / H,70,50,51,62,78,77,188,388,1784
748,Benjamin André,LOSC Lille,France,Ligue 1 Conforama,78,CM,3,3,M / H,70,64,75,75,77,82,180,443,2114
749,Jóhann Berg Guðmundsson,Burnley,Iceland,Premier League,78,RM,4,4,H / H,75,74,78,77,61,70,179,435,2112
750,Shane Duffy,Brighton & Hove Albion,Republic of Ireland,Premier League,78,CB,2,3,M / H,47,45,51,49,78,80,193,350,1666
751,Steve Cook,Bournemouth,England,Premier League,78,CB,2,3,M / H,53,34,55,61,78,75,185,356,1691
752,Roberto Soriano,Bologna,Italy,Serie A TIM,78,CAM,4,4,M / M,71,74,77,79,67,68,182,436,2082
753,Daniel Didavi,VfB Stuttgart,Germany,Bundesliga 2,78,CAM,3,3,M / M,67,79,76,79,49,70,180,420,2047
754,Andy Delort,Montpellier Hérault SC,Algeria,Ligue 1 Conforama,78,ST,3,3,H / H,73,78,70,73,33,80,181,407,1945
755,Nicolás Lodeiro,Seattle Sounders FC,Uruguay,Major League Soccer,78,CAM,4,4,H / M,68,70,79,79,49,70,170,415,2027
756,Grzegorz Krychowiak,Lokomotiv Moscow,Poland,League of Russia,78,CDM,3,3,M / H,65,57,71,69,75,80,186,417,1981
757,Florian Lejeune,Newcastle United,France,Premier League,78,CB,2,3,M / H,49,57,61,66,78,79,189,390,1841
758,Kévin Malcuit,Napoli,France,Serie A TIM,78,RB,3,3,H / M,85,63,73,78,74,75,178,448,2057
759,Sebastian Rode,Eintracht Frankfurt,Germany,Bundesliga,78,CDM,3,3,H / H,67,62,71,73,76,77,179,426,2023
760,Mark Uth,FC Schalke 04,Germany,Bundesliga,78,ST,3,3,M / H,76,80,69,77,40,68,185,410,1966
761,Gastón Ramírez,Sampdoria,Uruguay,Serie A TIM,78,CAM,4,3,M / L,63,75,78,79,39,58,183,392,1947
762,Gregoire Defrel,Roma,France,Serie A TIM,78,ST,4,3,H / M,86,78,68,81,36,55,179,404,1904
763,Jamaal Lascelles,Newcastle United,England,Premier League,78,CB,2,3,M / H,59,28,51,58,78,80,188,354,1626
764,Konstantinos Fortounis,Olympiacos CFP,Greece,Hellas Liga,78,CAM,3,4,H / L,77,74,77,80,40,67,180,415,2007
765,Santiago García,Godoy Cruz,Uruguay,SAF,78,ST,3,4,H / L,66,80,62,71,27,84,181,390,1895
766,Denis Suárez,RC Celta,Spain,LaLiga Santander,78,CM,3,3,M / M,76,72,79,82,59,56,176,424,2027
767,Jean-Paul Boëtius,1. FSV Mainz 05,Holland,Bundesliga,78,CAM,4,4,M / H,85,70,74,80,42,64,178,415,1971
768,Djaniny,Al Ahli,Cape Verde Islands,Saudi Professional League,78,ST,4,4,M / L,83,74,68,77,35,76,190,413,1920
769,Leonardo Pavoletti,Cagliari,Italy,Serie A TIM,78,ST,3,3,H / L,60,76,51,69,37,78,188,371,1768
770,Bertrand Traoré,Olympique Lyonnais,Burkina Faso,Ligue 1 Conforama,78,RW,4,1,H / M,87,73,71,83,43,66,181,423,2015
771,Bryan Cristante,Roma,Italy,Serie A TIM,78,CM,3,3,M / M,58,72,75,75,74,76,186,430,2047
772,Christophe Hérelle,OGC Nice,France,Ligue 1 Conforama,78,CB,2,3,M / M,64,46,63,63,78,74,188,388,1839
773,Hiroki Sakai,Olympique de Marseille,Japan,Ligue 1 Conforama,78,RB,2,3,H / H,78,54,68,68,76,79,183,423,1999
774,Óliver Torres,Sevilla FC,Spain,LaLiga Santander,78,CM,3,4,H / M,67,66,78,82,63,52,175,408,1994
775,Florent Mollet,Montpellier Hérault SC,France,Ligue 1 Conforama,78,CAM,4,4,H / M,76,74,78,79,50,59,170,416,2020
776,Gaëtan Laborde,Montpellier Hérault SC,France,Ligue 1 Conforama,78,ST,3,3,H / M,72,76,67,74,34,79,181,402,1917
777,Jonas Hofmann,Borussia Mönchengladbach,Germany,Bundesliga,78,CAM,3,4,M / M,76,69,76,77,47,62,176,407,1941
778,Bruma,PSV,Portugal,Eredivisie,78,LW,4,4,H / M,90,72,71,83,32,63,173,411,1949
779,Roberto Gagliardini,Inter,Italy,Serie A TIM,78,CDM,3,2,M / H,61,63,71,74,77,73,190,419,1992
780,Leander Dendoncker,Wolverhampton Wanderers,Belgium,Premier League,78,CM,2,4,H / H,67,72,77,71,78,83,189,448,2127
781,Rodrigo Javier De Paul,Udinese,Argentina,Serie A TIM,78,CF,4,3,M / M,75,73,78,82,35,63,178,406,1942
782,Divock Origi,Liverpool,Belgium,Premier League,78,ST,4,4,H / M,82,76,67,75,27,74,188,401,1864
783,Flavien Tait,Stade Rennais FC,France,Ligue 1 Conforama,78,LM,3,3,H / M,75,71,76,80,33,58,175,393,1883
784,Diego Laxalt,Milan,Uruguay,Serie A TIM,78,LM,4,3,H / H,88,63,74,78,62,69,178,434,2015
785,Alexey Miranchuk,Lokomotiv Moscow,Russia,League of Russia,78,CAM,3,2,M / M,74,66,78,79,31,62,182,390,1878
786,Germán Cano,Independiente Medellín,Argentina,Liga Dimayor,78,ST,3,4,H / L,69,80,62,75,36,66,176,388,1886
787,Carlos Izquierdoz,Buenos Aires,Argentina,SAF,78,CB,2,2,M / H,50,51,54,54,78,81,185,368,1741
788,Alejandro Donatti,Racing Club,Argentina,SAF,78,CB,2,4,M / M,50,60,57,54,78,79,192,378,1824
789,Nikola Maksimovic,Napoli,Serbia,Serie A TIM,78,CB,2,3,M / H,62,28,47,55,80,78,193,350,1590
790,Nery Domínguez,Racing Club,Argentina,SAF,78,CDM,3,3,M / M,57,64,72,69,76,77,184,415,1952
791,Marcelo Goiano,Sivasspor,Brazil,Süper Lig,78,RB,3,4,M / H,76,50,66,76,76,74,176,418,1975
792,Jean Michaël Seri,Galatasaray SK,Côte d'Ivoire,Süper Lig,78,CM,3,4,M / M,68,68,79,79,68,63,171,425,2084
793,Rodrigo Battaglia,Sporting CP,Argentina,Liga NOS,78,CM,3,4,M / H,66,68,68,73,80,80,187,435,2034
794,Hans Hateboer,Atalanta,Holland,Serie A TIM,78,RM,3,2,M / H,83,62,70,77,75,75,187,442,2033
795,Mbaye Diagne,Galatasaray SK,Senegal,Süper Lig,78,ST,3,4,M / L,65,78,58,62,32,74,191,369,1727
796,Martin Ødegaard,Real Sociedad,Norway,LaLiga Santander,78,RW,5,2,M / M,74,69,82,84,40,49,178,398,1926
797,Joelinton,Newcastle United,Brazil,Premier League,78,ST,3,4,H / M,78,75,60,76,43,81,186,413,1895
798,Omar Al Soma,Al Ahli,Syria,Saudi Professional League,78,ST,3,4,H / L,70,79,69,73,39,81,190,411,1962
799,Joachim Andersen,Olympique Lyonnais,Denmark,Ligue 1 Conforama,78,CB,2,3,M / H,60,40,54,56,78,79,192,367,1705
800,Ellyes Skhiri,1. FC Köln,Tunisia,Bundesliga,78,CDM,3,3,M / H,66,68,72,73,79,74,185,432,2057
801,Gonzalo Martínez,Atlanta United,Argentina,Major League Soccer,78,CAM,4,2,H / L,88,75,71,82,34,62,172,412,1965
802,Daniel Podence,Olympiacos CFP,Portugal,Hellas Liga,78,LM,4,4,H / M,93,63,70,84,33,51,163,394,1872
803,Lucas Tousart,Olympique Lyonnais,France,Ligue 1 Conforama,78,CDM,2,3,L / H,62,53,66,65,79,83,185,408,1916
804,Simon Deli,Club Brugge KV,Côte d'Ivoire,Belgium Pro League,78,CB,2,3,M / H,76,46,52,70,78,79,192,401,1870
805,Georgiy Dzhikiya,Spartak Moscow,Russia,League of Russia,78,CB,2,3,H / H,82,53,61,64,78,81,188,419,1937
806,Denzel Dumfries,PSV,Holland,Eredivisie,78,RB,3,3,H / M,80,50,66,71,76,87,188,430,1954
807,Bruno Viana,SC Braga,Brazil,Liga NOS,78,CB,2,3,M / H,66,42,56,58,79,76,187,377,1759
808,Jonathan Ikoné,LOSC Lille,France,Ligue 1 Conforama,78,CAM,4,4,H / M,89,70,72,81,33,60,175,405,1912
809,Cengiz Ünder,Roma,Turkey,Serie A TIM,78,RW,3,4,M / M,82,75,74,81,37,50,173,399,1902
810,Michael Ngadeu,KAA Gent,Cameroon,Belgium Pro League,78,CB,2,5,M / H,68,53,59,67,78,83,190,408,1896
811,Fernando,Beijing Guoan,Brazil,CSL,78,CDM,3,3,M / M,73,66,76,73,74,75,175,437,2097
812,André Carrillo,Al Hilal,Peru,Saudi Professional League,78,RM,4,4,M / M,86,74,72,82,34,67,181,415,1953
813,Renzo Saravia,FC Porto,Argentina,Liga NOS,78,RB,3,2,H / H,90,41,68,76,73,79,176,427,1978
814,Guélor Kanga,Sparta Praha,Gabon,Česká Liga,78,CAM,4,4,H / L,75,73,77,81,53,67,167,426,2072
815,Frank Fabra,Buenos Aires,Colombia,SAF,78,LB,3,3,H / M,89,60,70,79,72,79,174,449,2060
816,Rúben Vezo,Levante UD,Portugal,LaLiga Santander,78,CB,2,2,M / M,75,54,63,63,79,75,183,409,1911
817,Baptiste Santamaria,Angers SCO,France,Ligue 1 Conforama,78,CDM,3,2,M / M,64,63,73,76,75,73,183,424,1981
818,Oleksandr Zinchenko,Manchester City,Ukraine,Premier League,78,LB,3,3,M / M,71,66,80,79,77,66,175,439,2138
819,Yusuf Yazici,LOSC Lille,Turkey,Ligue 1 Conforama,78,CAM,4,4,H / M,75,74,78,81,47,74,183,429,2053
820,Declan Rice,West Ham United,England,Premier League,78,CDM,2,3,M / H,62,37,64,68,77,77,185,385,1774
821,Enis Bardhi,Levante UD,FYR Macedonia,LaLiga Santander,78,CM,4,4,M / M,72,81,78,80,63,56,172,430,2133
822,Júnior Moraes,Shakhtar Donetsk,Ukraine,Ukraine Liga,78,ST,3,4,H / M,79,77,55,74,27,66,176,378,1763
823,Guillermo Ochoa,Club América,Mexico,LIGA Bancomer MX,78,GK,1,3,M / M,77,69,75,83,47,79,185,430,916
824,José Sosa,Trabzonspor,Argentina,Süper Lig,78,CM,4,4,M / M,69,69,81,80,63,65,179,427,2087
825,Rafael,Olympique Lyonnais,Brazil,Ligue 1 Conforama,78,RB,4,3,H / M,79,60,74,79,75,78,172,445,2133
826,De Marcos,Athletic Club,Spain,LaLiga Santander,78,RB,4,3,H / M,82,62,72,75,71,78,182,440,2078
827,Marwin Hitz,Borussia Dortmund,Switzerland,Bundesliga,78,GK,1,3,M / M,80,77,63,80,41,79,194,420,857
828,Nathaniel Clyne,Liverpool,England,Premier League,78,RB,3,2,H / M,71,61,70,77,77,69,175,425,2007
829,Michail Antonio,West Ham United,England,Premier League,78,RM,4,3,M / M,85,72,73,78,56,82,178,446,2105
830,Pascal Groß,Brighton & Hove Albion,Germany,Premier League,78,CM,4,4,H / H,58,72,82,74,60,72,181,418,2060
831,Daniel Ginczek,VfL Wolfsburg,Germany,Bundesliga,78,ST,3,4,H / M,76,77,51,68,38,79,190,389,1796
832,Jaume Costa,Valencia CF,Spain,LaLiga Santander,78,LB,3,3,H / H,76,61,71,73,78,71,171,430,2024
833,Hugo Mallo,RC Celta,Spain,LaLiga Santander,78,RB,3,3,H / M,68,39,69,73,75,74,173,398,1884
834,Andros Townsend,Crystal Palace,England,Premier League,78,RM,4,4,H / H,78,77,75,79,38,69,178,416,1995
835,Tom Cairney,Fulham,Scotland,EFL Championship,78,CAM,4,1,H / M,63,72,77,78,60,64,186,414,2006
836,Alfreð Finnbogason,FC Augsburg,Iceland,Bundesliga,78,ST,3,4,M / M,66,81,62,74,33,69,184,385,1870
837,Joel Robles,Real Betis,Spain,LaLiga Santander,78,GK,1,2,M / M,83,72,76,84,46,73,195,434,834
838,Sérgio Oliveira,FC Porto,Portugal,Liga NOS,78,CM,3,3,M / M,58,76,79,76,67,66,181,422,2067
839,Vincent Aboubakar,FC Porto,Cameroon,Liga NOS,78,ST,4,3,H / M,74,77,70,78,36,79,184,414,1978
840,Michael Gregoritsch,FC Augsburg,Austria,Bundesliga,78,CAM,4,3,H / L,64,78,74,73,40,71,193,400,1922
841,Nolito,Sevilla FC,Spain,LaLiga Santander,78,LM,4,3,H / L,68,77,76,78,45,64,175,408,1994
842,Matz Sels,RC Strasbourg Alsace,Belgium,Ligue 1 Conforama,78,GK,1,2,M / M,80,74,73,80,37,77,190,421,888
843,Lewis Dunk,Brighton & Hove Albion,England,Premier League,78,CB,2,3,M / H,46,40,55,61,78,77,192,357,1655
844,Adama Soumaoro,LOSC Lille,France,Ligue 1 Conforama,78,CB,2,3,M / M,60,37,56,55,76,83,187,367,1706
845,Pedro Mendes,Montpellier Hérault SC,Portugal,Ligue 1 Conforama,78,CB,2,3,M / M,63,36,50,62,80,79,186,370,1706
846,Agustín Marchesín,FC Porto,Argentina,Liga NOS,78,GK,1,3,M / M,77,75,74,81,49,79,188,435,1021
847,Matt Doherty,Wolverhampton Wanderers,Republic of Ireland,Premier League,78,RWB,3,4,H / M,74,63,71,73,74,78,182,433,2024
848,David López,RCD Espanyol,Spain,LaLiga Santander,78,CB,2,3,M / H,54,60,67,66,78,78,183,403,1889
849,Jordan Veretout,Roma,France,Serie A TIM,78,CM,3,3,M / H,63,71,78,77,71,69,176,429,2105
850,Marcos Rojo,Manchester United,Argentina,Premier League,78,CB,3,2,M / M,67,59,68,65,76,76,187,411,1972
851,Remo Freuler,Atalanta,Switzerland,Serie A TIM,78,CM,4,3,M / M,66,69,75,75,70,69,181,424,2025
852,Naldo,RCD Espanyol,Brazil,LaLiga Santander,78,CB,2,3,M / M,39,38,49,52,80,74,188,332,1591
853,Alexander Schwolow,Sport-Club Freiburg,Germany,Bundesliga,78,GK,1,3,M / M,78,76,71,80,36,74,190,415,808
854,Jannik Vestergaard,Southampton,Denmark,Premier League,78,CB,2,4,M / M,34,49,61,49,80,77,199,350,1695
855,Álvaro,Olympique de Marseille,Spain,Ligue 1 Conforama,78,CB,2,3,M / H,71,33,55,58,77,78,183,372,1775
856,Viktor Fischer,FC København,Denmark,Superliga,78,LM,4,4,H / M,82,72,73,80,37,70,180,414,1951
857,Karim Rekik,Hertha BSC,Holland,Bundesliga,78,CB,2,2,M / H,67,39,59,63,78,77,186,383,1783
858,Okay Yokuslu,RC Celta,Turkey,LaLiga Santander,78,CDM,3,4,M / H,68,70,73,73,75,84,190,443,2098
859,Soualiho Meïté,Torino,France,Serie A TIM,78,CM,3,3,M / M,66,61,74,77,75,83,187,436,2062
860,Zouhair Feddal,Real Betis,Morocco,LaLiga Santander,78,CB,2,2,M / M,54,50,62,59,78,75,192,378,1765
861,Robin Olsen,Roma,Sweden,Serie A TIM,78,GK,1,2,M / M,78,77,76,78,31,78,196,418,863
862,Guido Pizarro,Tigres U.A.N.L.,Argentina,LIGA Bancomer MX,78,CDM,3,3,M / H,50,63,71,69,76,84,185,413,1986
863,Marten de Roon,Atalanta,Holland,Serie A TIM,78,CM,3,3,M / H,65,68,72,73,79,79,185,436,2118
864,Omar Mascarell,FC Schalke 04,Spain,Bundesliga,78,CDM,3,5,L / M,63,61,72,76,74,76,181,422,2022
865,Domenico Berardi,Sassuolo,Italy,Serie A TIM,78,RW,4,3,H / L,77,77,74,81,37,67,183,413,1999
866,Ibrahim Amadou,Norwich City,France,Premier League,78,CDM,3,3,M / H,71,55,66,71,76,81,184,420,1958
867,Vincenzo Grifo,TSG 1899 Hoffenheim,Italy,Bundesliga,78,LM,4,2,M / M,70,75,76,82,41,62,180,406,1959
868,Max Meyer,Crystal Palace,Germany,Premier League,78,CM,4,4,M / M,67,62,79,83,65,65,173,421,2038
869,José Sá,Olympiacos CFP,Portugal,Hellas Liga,78,GK,1,2,M / M,79,76,68,80,42,76,192,421,898
870,Davie Selke,Hertha BSC,Germany,Bundesliga,78,ST,3,3,H / M,76,76,53,72,43,76,194,396,1849
871,Mario Lemina,Southampton,Gabon,Premier League,78,CM,3,3,M / M,72,68,76,78,72,72,184,438,2072
872,Erick Pulgar,Fiorentina,Chile,Serie A TIM,78,CDM,3,3,M / H,64,61,75,74,76,78,187,428,2083
873,Alexandr Selikhov,Spartak Moscow,Russia,League of Russia,78,GK,1,4,M / M,79,81,78,75,33,77,188,423,918
874,Juan Musso,Udinese,Argentina,Serie A TIM,78,GK,1,3,M / M,80,77,74,81,46,79,191,437,877
875,Ayoze Pérez,Leicester City,Spain,Premier League,78,CF,4,4,H / H,76,75,67,81,54,66,178,419,2028
876,Aleksandar Mitrovic,Fulham,Serbia,EFL Championship,78,ST,3,4,M / M,62,77,55,70,27,83,187,374,1796
877,Ignacio Fernández,Núñez,Argentina,SAF,78,CM,4,2,H / M,74,72,78,79,65,71,182,439,2090
878,Capa,Athletic Club,Spain,LaLiga Santander,78,RB,3,3,H / H,82,63,69,76,73,83,175,446,2081
879,Bartolomeu Quissanga,Lazio,Angola,Serie A TIM,78,CB,2,3,M / H,78,37,50,65,79,75,180,384,1736
880,Mahmoud Dahoud,Borussia Dortmund,Germany,Bundesliga,78,CM,4,4,H / H,73,66,75,82,64,68,178,428,2028
881,Guillermo Maripán,AS Monaco Football Club SA,Chile,Ligue 1 Conforama,78,CB,2,2,L / H,40,33,48,48,78,79,193,326,1512
882,Yerry Mina,Everton,Colombia,Premier League,78,CB,2,3,M / M,51,54,55,57,78,80,195,375,1741
883,Nico Elvedi,Borussia Mönchengladbach,Switzerland,Bundesliga,78,CB,3,3,M / M,71,34,62,69,78,75,189,389,1773
884,Gabriel Arias,Racing Club,Chile,SAF,78,GK,1,3,M / M,79,73,74,81,35,80,187,422,860
885,Joan Jordán,Sevilla FC,Spain,LaLiga Santander,78,CM,4,4,M / M,63,74,78,75,67,67,184,424,2009
886,Jonathan Bamba,LOSC Lille,France,Ligue 1 Conforama,78,LM,4,3,H / H,89,75,69,82,36,62,175,413,1968
887,Alex Meret,Napoli,Italy,Serie A TIM,78,GK,1,3,M / M,79,74,70,82,41,77,190,423,897
888,Nadiem Amiri,Bayer 04 Leverkusen,Germany,Bundesliga,78,CAM,4,3,M / M,73,67,76,82,54,64,180,416,1985
889,Martín Campaña,Independiente,Uruguay,SAF,78,GK,1,3,M / M,79,75,78,80,42,79,185,433,953
890,Denis Zakaria,Borussia Mönchengladbach,Switzerland,Bundesliga,78,CM,3,3,M / M,82,63,75,75,79,82,191,456,2045
891,Issa Diop,West Ham United,France,Premier League,78,CB,2,3,M / M,67,36,52,56,79,79,194,369,1710
892,Henry Onyekuru,AS Monaco Football Club SA,Nigeria,Ligue 1 Conforama,78,LM,4,4,H / L,90,74,67,81,34,56,175,402,1912
893,Florian Neuhaus,Borussia Mönchengladbach,Germany,Bundesliga,78,CM,3,3,M / M,70,66,75,79,64,67,183,421,1983
894,Ismaïla Sarr,Watford,Senegal,Premier League,78,RM,4,2,H / M,94,77,68,80,22,64,185,405,1870
895,Matías Zaracho,Racing Club,Argentina,SAF,78,CAM,4,3,H / M,87,66,74,83,63,62,171,435,2037
896,Aarón Martín,1. FSV Mainz 05,Spain,Bundesliga,78,LB,3,3,H / M,72,47,73,76,77,65,178,410,1962
897,Jean-Philippe Mateta,1. FSV Mainz 05,France,Bundesliga,78,ST,3,4,H / L,82,75,53,73,34,77,192,394,1796
898,Nemanja Maksimovic,Getafe CF,Serbia,LaLiga Santander,78,CM,3,3,H / H,62,67,74,72,76,74,189,425,2026
899,Calero,RCD Espanyol,Spain,LaLiga Santander,78,CB,3,4,H / M,72,46,69,72,79,76,183,414,1942
900,Francisco Reis Ferreira,SL Benfica,Portugal,Liga NOS,78,CB,2,2,M / M,54,43,56,64,80,76,192,373,1734
901,Gary Medel,Beşiktaş JK,Chile,Süper Lig,78,CDM,3,4,M / H,68,47,65,70,77,84,171,411,1985
902,Benjamin Stambouli,FC Schalke 04,France,Bundesliga,78,CB,2,4,L / H,63,55,67,71,79,76,180,411,1936
903,Jeffrey Gouweleeuw,FC Augsburg,Holland,Bundesliga,78,CB,2,3,H / M,69,58,66,64,80,75,188,412,1937
904,Diego Demme,RB Leipzig,Germany,Bundesliga,78,CDM,3,4,M / H,60,39,74,75,74,78,170,400,1974
905,Benjamin Verbic,FC Dynamo Kyiv,Slovenia,Ukraine Liga,78,LM,4,3,H / M,83,72,72,80,43,73,179,423,1996
906,Jack Butland,Stoke City,England,EFL Championship,78,GK,1,3,M / M,80,74,70,82,58,78,196,442,1030
907,Raffael,Borussia Mönchengladbach,Brazil,Bundesliga,78,CF,4,4,H / M,62,76,80,83,44,62,174,407,2022
908,Samir Nasri,RSC Anderlecht,France,Belgium Pro League,78,CAM,4,4,M / M,72,72,76,80,37,51,175,388,1909
909,Andrés Fernández,Villarreal CF,Spain,LaLiga Santander,78,GK,1,3,M / M,80,75,68,79,58,76,187,436,1015
910,Javier Pinola,Núñez,Argentina,SAF,78,CB,2,3,H / M,68,53,68,68,77,77,180,411,1963
911,Mauro Zárate,Buenos Aires,Argentina,SAF,78,ST,4,3,H / L,77,80,70,84,42,68,175,421,2017
912,Hilton,Montpellier Hérault SC,Brazil,Ligue 1 Conforama,78,CB,3,4,L / M,36,51,67,66,80,71,180,371,1848
913,Guillaume Hoarau,BSC Young Boys,France,Raiffeisen Super League,78,ST,3,3,M / L,47,79,69,71,44,79,192,389,1929
914,Andreas Granqvist,Helsingborgs IF,Sweden,Allsvenskan,78,CB,2,3,M / H,37,58,58,55,80,76,192,364,1773
915,Ryan Babel,Galatasaray SK,Holland,Süper Lig,78,LM,4,3,M / L,83,79,71,80,36,73,185,422,1983
916,Thomas Vermaelen,Vissel Kobe,Belgium,Meiji Yasuda J1 League,78,CB,2,3,M / M,64,61,70,61,77,69,183,402,1945
917,David Abraham,Eintracht Frankfurt,Argentina,Bundesliga,78,CB,2,2,M / M,75,56,61,54,78,77,188,401,1902
918,Itumeleng Khune,Kaizer Chiefs,South Africa,South African FL,78,GK,1,5,M / M,75,74,90,80,35,76,181,430,1067
919,Andrea Masiello,Atalanta,Italy,Serie A TIM,78,CB,2,2,M / H,54,37,57,59,80,70,184,357,1730
